Author	Treatment	Cause	PMID Count	PMIDs
Andrew T Chan	COPD Treatment Cluster 1: Cancer Chemoprevention Strategies for Colorectal Neoplasia in COPD Patients at High Risk	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	38502074;34980677
Marta Herrero-Villar	COPD Treatment Cluster 10: Topical Anti-Inflammatory Therapies for COX-Targeted COPD Management	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	32673993;38969127
Rafael Mateo	COPD Treatment Cluster 10: Topical Anti-Inflammatory Therapies for COX-Targeted COPD Management	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	32673993;38969127
Chang-Keun Cho	COPD Treatment Cluster 10: Topical Anti-Inflammatory Therapies for COX-Targeted COPD Management	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	34807366;39730940
Seok-Yong Lee	COPD Treatment Cluster 10: Topical Anti-Inflammatory Therapies for COX-Targeted COPD Management	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	34807366;39730940
John L Wallace	COPD Treatment Cluster 10: Topical Anti-Inflammatory Therapies for COX-Targeted COPD Management	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	38570398;33678013
Sven Schneider	COPD Treatment Cluster 11: TNF Inhibitors as Therapeutic Targets for Inflammatory COPD with Autoimmune Components	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	34678497;36549708
Christine Bangert	COPD Treatment Cluster 11: TNF Inhibitors as Therapeutic Targets for Inflammatory COPD with Autoimmune Components	COPD Cause Cluster 5: Environmental Toxicants and Cyclooxygenase Inhibition in Gastrointestinal COPD Pathways	2	34678497;36549708
Rubia Casagrande	COPD Treatment Cluster 9: Bioactive Phytoconstituents for Pulmonary Fibrosis and Inflammation Reduction in COPD	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	32050623;32083866
Waldiceu A Verri	COPD Treatment Cluster 9: Bioactive Phytoconstituents for Pulmonary Fibrosis and Inflammation Reduction in COPD	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	32050623;32083866
João Marcelo de Castro E Sousa	COPD Treatment Cluster 9: Bioactive Phytoconstituents for Pulmonary Fibrosis and Inflammation Reduction in COPD	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	37202035;38676413
Francisco Leonardo Torres-Leal	COPD Treatment Cluster 9: Bioactive Phytoconstituents for Pulmonary Fibrosis and Inflammation Reduction in COPD	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	37202035;38676413
Jonathan T Busada	COPD Treatment Cluster 15: Glucocorticoid Receptor Modulation for Optimizing COPD Therapy and Minimizing Adverse Effects	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	37143725;33971182
Hyo-Jin An	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	32848508;36266754
Jun Hyuck Lee	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	36080491;33333788
Chang Sup Lee	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	36080491;33333788
Jae Youl Cho	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	32397672;37047092
Yi Zhang	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	31905770;38674061
Tao Wang	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	31905770;38674061
Wenjun Li	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	36076518;39536497
Yuki Takahashi	COPD Treatment Cluster 28: Pharmacological Modulation of Inflammatory Pathways in COPD and Asthma	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	37597799;34559862
Matthew W Kemp	COPD Treatment Cluster 28: Pharmacological Modulation of Inflammatory Pathways in COPD and Asthma	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	37597799;34559862
Tsong-Long Hwang	COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	32275103;37918036
Marcus T Scotti	COPD Treatment Cluster 30: Targeting Inflammatory Pathways with PPARγ Modulators and P2Y6 Antagonists for COPD Treatment	COPD Cause Cluster 6: Intrauterine and Chronic Inflammation-Driven Dysregulation of Anti-Inflammatory Responses in COPD Development	2	40141429;34944476
Michael Kreuter	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	2	36786822;32437841
Kohei Togami	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	2	33372874;37843890
Sumio Chono	COPD Treatment Cluster 18: Antifibrotic Therapies for Preventing Pulmonary Fibrosis Progression in COPD and IPF	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	2	33372874;37843890
Andreas Rembert Koczulla	COPD Treatment Cluster 21: Virtual Reality-Augmented Tele-Rehabilitation for Enhanced Pulmonary Function and Exercise Capacity in COPD	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	2	33254254;32962746
Dirk-Jan Slebos	COPD Treatment Cluster 24: Bronchoscopic Lung Volume Reduction Strategies for Advanced Emphysematous Disease Management	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	2	39963297;37231891
Peter J Barnes	COPD Treatment Cluster 33: Senolytic Therapies for Regenerating Lung Tissue and Resolving COPD Pathology	COPD Cause Cluster 7: Congenital and Interstitial Lung Diseases as Modifiers of Emphysema and Fibrosis in COPD	2	33408088;37524489
Saeed Samarghandian	COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	34736076;33360051
Xiaoling Gao	COPD Treatment Cluster 5: Photothermal Nanotherapies for Inflammatory Cell Ablation in COPD	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	34045459;36045429
Jun Chen	COPD Treatment Cluster 5: Photothermal Nanotherapies for Inflammatory Cell Ablation in COPD	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	34045459;36045429
Wenxiang Deng	COPD Treatment Cluster 12: Converging Pathways in Osteoarthritis and COPD for Chondroprotective Therapy Development	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	37938371;37548663
Qinghu He	COPD Treatment Cluster 12: Converging Pathways in Osteoarthritis and COPD for Chondroprotective Therapy Development	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	37938371;37548663
Wenan Zhang	COPD Treatment Cluster 12: Converging Pathways in Osteoarthritis and COPD for Chondroprotective Therapy Development	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	37938371;37548663
Jinping Liu	COPD Treatment Cluster 19: Gut-Lung Axis Dysregulation in COPD Exacerbations: Therapeutic Opportunities from Intestinal Barrier Modulation	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	35163182;39405905
Yu Chen	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	35795861;33786633
Weilie Xiao	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	34311538;33352228
Weilin Chen	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	34311538;33352228
Jong-Hoon Kim	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	34771068;33035507
Christian Bailly	COPD Treatment Cluster 23: Targeting the NLRP3 Inflammasome and NF-κB Pathways in COPD with Natural Compounds and Small Molecules	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	33220271;35204693
Lin Li	COPD Treatment Cluster 27: Neuroinflammatory Mechanisms and Therapeutic Interventions in COPD-Associated Neurodegeneration	COPD Cause Cluster 8: Estrogen-Regulated Autophagy and miRNA Networks in Endometriosis-Related COPD Pathogenesis	2	37812891;34509715
Rehan Khan	COPD Treatment Cluster 5: Photothermal Nanotherapies for Inflammatory Cell Ablation in COPD	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	36222569;38804911
Yanhua Liu	COPD Treatment Cluster 5: Photothermal Nanotherapies for Inflammatory Cell Ablation in COPD	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	38321981;36055613
Peter C Taylor	COPD Treatment Cluster 11: TNF Inhibitors as Therapeutic Targets for Inflammatory COPD with Autoimmune Components	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	36782189;37195063
Wei Pan	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	36370296;35107766
Muhammad Shahzad	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	36437579;37085956
Amirhossein Sahebkar	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	34331695;33039953
Tae-Hwe Heo	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	32674107;39083495
Sandeep Arora	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	33998910;32586262
Francesco Maione	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	34777378;35662629
Abbas Mirshafiey	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	32223462;32245307
Jafar Karami	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	34418899;33039953
Ahmadreza Jamshidi	COPD Treatment Cluster 17: Targeting TL1A-DR3 Signaling and IRAK4 Activity for Inflammatory Control in COPD and RA	COPD Cause Cluster 9: Joint Inflammation and Oxidative Stress as Contributing Factors to COPD Pathogenesis in Rheumatoid Arthritis Patients	2	34418899;37370181
Zhao-Jun Wei	COPD Treatment Cluster 2: Nutritional Modulation of Inflammation and Oxidative Stress in COPD with Comorbidities	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	2	33043925;33367423
Enrico Sangiovanni	COPD Treatment Cluster 9: Bioactive Phytoconstituents for Pulmonary Fibrosis and Inflammation Reduction in COPD	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	2	36986236;39203029
Mario Dell'Agli	COPD Treatment Cluster 9: Bioactive Phytoconstituents for Pulmonary Fibrosis and Inflammation Reduction in COPD	COPD Cause Cluster 10: Natural Bioactive Polyphenols and Flavonoids as Potential Therapeutic Agents in COPD Prevention	2	36986236;39203029
